Country Name,Country Code,Indicator Name,Indicator Code,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0
Uruguay,URY,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,2.2,2.2,2.2,2.3,2.5,2.6,3.0,2.8,2.9,2.7,2.5,2.8,3.7,5.0,5.7,5.1,4.4,3.7,2.5,2.4,1.9,1.4,1.3,1.2,1.0,0.9,0.8,0.6,0.6
Uruguay,URY,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,7.0,7.0,7.0,7.5,8.1,8.6,9.4,9.2,9.1,9.1,9.1,10.2,13.7,17.8,19.1,17.4,16.6,14.3,10.2,9.5,8.2,5.7,5.3,4.8,4.1,3.8,3.6,2.8,2.9
Uruguay,URY,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,0.6,0.6,0.6,0.6,0.7,0.7,0.9,0.7,0.8,0.7,0.6,0.5,0.7,0.9,1.2,1.0,0.7,0.6,0.4,0.3,0.3,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1
Uruguay,URY,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,2.2,2.2,2.2,2.3,2.3,2.4,2.9,2.7,2.8,2.4,2.1,2.4,3.1,4.3,5.6,4.6,3.5,2.9,1.7,1.7,1.3,0.9,1.0,0.8,0.7,0.6,0.5,0.4,0.4
Uruguay,URY,Índice de Gini,SI.POV.GINI,40.2,40.2,40.2,40.8,41.5,42.1,42.7,42.7,43.8,43.4,43.0,44.9,45.5,45.0,45.8,44.7,45.9,46.4,45.1,45.5,44.5,42.1,39.9,40.4,40.1,40.1,39.7,39.5,39.7
Uruguay,URY,"Brecha de pobreza a $1,90 por día (2011 PPA) (%)",SI.POV.GAPS,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,URY,"Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)",SI.POV.DDAY,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.7,0.9,0.6,0.4,0.4,0.5,0.7,0.7,0.7,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
Uruguay,URY,Participación en el ingreso del 20% peor remunerado de la población,SI.DST.FRST.20,5.7,5.7,5.7,5.5,5.3,5.1,5.0,5.0,4.7,4.9,5.1,4.8,4.7,5.1,4.7,4.8,4.9,4.8,5.0,4.8,5.0,5.4,5.6,5.5,5.6,5.6,5.7,5.9,5.9
Uruguay,URY,Participación en el ingreso del 10% peor remunerado de la población,SI.DST.FRST.10,2.1,2.1,2.1,2.0,1.9,1.8,1.8,1.8,1.7,1.8,1.9,1.8,1.8,2.0,1.8,1.8,1.9,1.9,1.9,1.8,2.0,2.0,2.1,2.1,2.1,2.1,2.2,2.3,2.3
Uruguay,URY,Participación en el ingreso del 10% mejor remunerado de la población,SI.DST.10TH.10,30.6,30.6,30.6,30.8,31.0,31.2,31.7,31.9,32.5,32.4,32.3,33.6,34.1,34.2,34.6,33.5,35.0,35.4,34.3,34.5,33.6,31.6,29.2,30.0,29.8,29.8,29.6,29.6,29.7
Uruguay,URY,Participación en el ingreso del 20% mejor remunerado de la población,SI.DST.05TH.20,46.4,46.4,46.4,46.8,47.3,47.7,48.3,48.3,49.1,48.9,48.7,50.3,50.8,50.7,51.2,50.2,51.6,51.9,50.8,51.0,50.1,48.0,45.8,46.4,46.1,46.0,45.8,45.7,45.9
Uruguay,URY,Participación en el ingreso del cuarto quintilo (20%) de la población en orden decreciente de remuneraciones,SI.DST.04TH.20,22.0,22.0,22.0,22.1,22.2,22.3,22.1,22.1,22.1,22.0,21.9,21.9,21.7,21.4,21.5,21.7,21.2,21.2,21.4,21.5,21.6,22.1,22.8,22.4,22.5,22.6,22.5,22.4,22.5
Uruguay,URY,Participación en el ingreso del tercer quintilo (20%) de la población en orden decreciente de remuneraciones,SI.DST.03RD.20,15.4,15.4,15.4,15.3,15.1,15.0,14.8,14.8,14.6,14.6,14.7,13.9,13.8,13.8,13.8,14.1,13.6,13.4,13.8,13.8,14.0,14.7,15.4,15.3,15.4,15.4,15.4,15.4,15.3
Uruguay,URY,Participación en el ingreso del segundo quintilo (20%) de la población en orden decreciente de remuneraciones,SI.DST.02ND.20,10.6,10.6,10.6,10.4,10.1,9.9,9.9,9.8,9.5,9.6,9.7,9.1,8.9,9.0,8.8,9.1,8.8,8.7,9.0,9.0,9.2,9.8,10.4,10.3,10.4,10.4,10.5,10.6,10.4
