,Indicator,Country Name,Country Code,Indicator Code,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0
"Supervivencia hasta los 65 años, varones (% de la cohorte)",Gender,Argentina,ARG,SP.DYN.TO65.MA.ZS,60.2752672,60.7022166,61.129166000000005,61.5589704,61.9887748,62.4185792,62.8483836,63.278188,63.756526,64.234864,64.713202,65.19154,65.669878,65.89193780000001,66.1139976,66.3360574,66.5581172,66.780177,67.18384640000001,67.58751579999999,67.9911852,68.3948546,68.798524,69.1576456,69.5167672,69.8758888,70.23501040000001,70.594132,70.9309522,71.2677724,71.6045926,71.94141280000001,72.278233,72.59397440000001,72.9097158,73.22545720000001,73.54119859999999,73.85694000000001,74.15280759999999,74.4486752,74.74454279999999,75.0404104,75.33627800000001,75.6134452,75.89061240000001,76.1677796,76.4449468,76.722114,76.98325179999999,
"Supervivencia hasta los 65 años, mujeres (% de la cohorte)",Gender,Argentina,ARG,SP.DYN.TO65.FE.ZS,75.5088158,75.91350240000001,76.318189,76.71966259999999,77.12113620000001,77.5226098,77.9240834,78.32555699999999,78.74229659999999,79.1590362,79.57577579999999,79.99251540000002,80.409255,80.6213588,80.83346259999999,81.04556640000001,81.2576702,81.469774,81.6295872,81.7894004,81.9492136,82.1090268,82.26884,82.483726,82.698612,82.913498,83.128384,83.34326999999999,83.54192859999999,83.7405872,83.9392458,84.13790440000001,84.336563,84.520485,84.70440699999999,84.888329,85.072251,85.256173,85.42670279999999,85.59723259999998,85.76776240000001,85.9382922,86.108822,86.2671692,86.4255164,86.5838636,86.7422108,86.90055799999999,87.04381679999999,
"Tasa de fertilidad, total (nacimientos por cada mujer)",Gender,Argentina,ARG,SP.DYN.TFRT.IN,3.0789999999999997,3.109,3.1489999999999996,3.198,3.2510000000000003,3.301,3.339,3.359,3.359,3.339,3.301,3.253,3.2039999999999997,3.159,3.123,3.095,3.075,3.0589999999999997,3.042,3.022,2.997,2.965,2.925,2.8789999999999996,2.8280000000000003,2.773,2.718,2.6660000000000004,2.6180000000000003,2.577,2.542,2.512,2.4859999999999998,2.461,2.438,2.416,2.397,2.38,2.366,2.355,2.346,2.338,2.33,2.322,2.312,2.301,2.2880000000000003,2.275,2.261,
"Esperanza de vida al nacer, varones (años)",Gender,Argentina,ARG,SP.DYN.LE00.MA.IN,63.349,63.622,63.909,64.19800000000001,64.484,64.766,65.045,65.32600000000001,65.611,65.89699999999999,66.173,66.431,66.664,66.87100000000001,67.053,67.219,67.37899999999999,67.545,67.726,67.92399999999999,68.138,68.361,68.586,68.804,69.014,69.212,69.402,69.586,69.768,69.94800000000001,70.128,70.307,70.484,70.661,70.835,71.008,71.179,71.347,71.513,71.676,71.837,71.995,72.15100000000001,72.306,72.46,72.61399999999999,72.768,72.92399999999999,73.082,
"Esperanza de vida al nacer, mujeres (años)",Gender,Argentina,ARG,SP.DYN.LE00.FE.IN,70.0,70.291,70.593,70.896,71.196,71.494,71.793,72.097,72.407,72.718,73.023,73.311,73.57600000000001,73.816,74.029,74.22,74.39699999999999,74.569,74.745,74.928,75.119,75.316,75.515,75.71,75.902,76.09,76.273,76.453,76.631,76.808,76.982,77.155,77.32600000000001,77.49600000000001,77.664,77.831,77.99600000000001,78.16,78.32300000000001,78.485,78.646,78.806,78.96600000000001,79.124,79.281,79.434,79.583,79.726,79.863,
Prevalencia de uso de métodos anticonceptivos (% de mujeres entre 15 y 49 años),Gender,Argentina,ARG,SP.DYN.CONU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3,,,,78.9,,,,,,,55.4,81.3,,,,,,
"Tasa de mortalidad, adultos, varones (por cada 1.000 varones adultos)",Gender,Argentina,ARG,SP.DYN.AMRT.MA,247.399,245.165,242.93099999999998,240.732,238.533,236.335,234.136,231.938,229.146,226.354,223.56099999999998,220.769,217.977,216.894,215.81,214.727,213.643,212.55900000000003,209.899,207.238,204.577,201.917,199.25599999999997,196.96599999999998,194.675,192.38400000000001,190.093,187.803,185.65400000000002,183.50400000000002,181.355,179.206,177.05599999999998,175.041,173.02599999999998,171.011,168.99599999999998,166.981,165.09400000000002,163.20600000000002,161.31799999999998,159.43,157.542,155.775,154.00799999999998,152.24,150.47299999999998,148.705,147.086,
"Tasa de mortalidad, adultos, mujeres (por cada 1.000 mujeres adultas)",Gender,Argentina,ARG,SP.DYN.AMRT.FE,136.629,135.007,133.385,131.791,130.19799999999998,128.60399999999998,127.01100000000001,125.417,123.385,121.353,119.321,117.289,115.256,114.29799999999999,113.34,112.381,111.42299999999999,110.465,109.675,108.885,108.095,107.306,106.516,105.338,104.16,102.98200000000001,101.803,100.625,99.515,98.406,97.296,96.186,95.07600000000001,94.03,92.985,91.939,90.89399999999999,89.848,88.863,87.87799999999999,86.89299999999999,85.90799999999999,84.92299999999999,83.995,83.06700000000001,82.139,81.211,80.283,79.483,
Tasa de fertilidad en adolescentes (nacimientos por cada 1.000 mujeres entre 15 y 19 años de edad),Gender,Argentina,ARG,SP.ADO.TFRT,65.2076,66.8038,68.4,71.3242,74.2484,77.1726,80.0968,83.021,81.257,79.493,77.729,75.965,74.20100000000001,74.0408,73.8806,73.7204,73.5602,73.4,73.431,73.462,73.493,73.524,73.555,72.8042,72.0534,71.3026,70.5518,69.801,68.6524,67.5038,66.3552,65.2066,64.058,63.833999999999996,63.61,63.386,63.162,62.938,63.0638,63.1896,63.3154,63.4412,63.567,63.41,63.253,63.096000000000004,62.93899999999999,62.782,62.5654,
